cmdCode,descriptionOriginal,id,text,parent,isLeaf,aggrlevel
"8941","Baby and invalid carriages not motorized","8941","8941 - Baby and invalid carriages not motorized","894","1","4",
"8942","Childrens toys, indoor games, etc.","8942","8942 - Childrens toys, indoor games, etc.","894","0","4",
"89421","Wheeled toys designed to be ridden","89421","89421 - Wheeled toys designed to be ridden","8942","1","5",
"89422","Dolls","89422","89422 - Dolls","8942","1","5",
"89423","Toys,n.e.s.","89423","89423 - Toys,n.e.s.","8942","1","5",
"89424","Equipment for indoor games","89424","89424 - Equipment for indoor games","8942","1","5",
"89425","Christmas decorations,etc.","89425","89425 - Christmas decorations,etc.","8942","1","5",
"89426","Toy musical instruments and apparatus","89426","89426 - Toy musical instruments and apparatus","8942","1","5",
"89427","Puzzles","89427","89427 - Puzzles","8942","1","5",
"89429","Toys, n.e.s.","89429","89429 - Toys, n.e.s.","8942","1","5",
"8942X","Memorandum Item","8942X","8942X - Memorandum Item","8942","1","5",
"8943","Non military arms","8943","8943 - Non military arms","894","0","4",
"89431","Firearms,exl.military weapons","89431","89431 - Firearms,exl.military weapons","8943","1","5",
"89432","Other non military arms","89432","89432 - Other non military arms","8943","1","5",
"89433","Parts of arms falling within 894.31 and 894.32","89433","89433 - Parts of arms falling within 894.31 and 894.32","8943","1","5",
"89435","Other games, coin- or disc-operated (not bowling-alley equipment)","89435","89435 - Other games, coin- or disc-operated (not bowling-alley equipment)","8943","1","5",
"89437","Playing-cards","89437","89437 - Playing-cards","8943","1","5",
"89439","Articles for funfair, table and parlour games, n.e.s.","89439","89439 - Articles for funfair, table and parlour games, n.e.s.","8943","1","5",
"8943X","Memorandum Item","8943X","8943X - Memorandum Item","8943","1","5",
"8944","Other sporting goods","8944","8944 - Other sporting goods","894","0","4",
"89441","Fishing and hunting equipment","89441","89441 - Fishing and hunting equipment","8944","1","5",
"89442","Other requisites for outdoor sports","89442","89442 - Other requisites for outdoor sports","8944","1","5",
"89445","Other articles for Christmas festivities","89445","89445 - Other articles for Christmas festivities","8944","1","5",
"89449","Other entertainment articles","89449","89449 - Other entertainment articles","8944","1","5",
"8944X","Memorandum Item","8944X","8944X - Memorandum Item","8944","1","5",
"8945","Fair ground amusements, etc.","8945","8945 - Fair ground amusements, etc.","894","1","4",
"8946","Non-military arms and ammunition therefor","8946","8946 - Non-military arms and ammunition therefor","894","0","4",
"89461","Firearms, n.e.s. (including very light pistols, pistols and revolvers for firing blank ammunition only, line-throwing guns end the like )","89461","89461 - Firearms, n.e.s. (including very light pistols, pistols and revolvers for firing blank ammunition only, line-throwing guns end the like )","8946","1","5",
"89462","Other arms (including air, spring and similar pistols, rifles and guns)","89462","89462 - Other arms (including air, spring and similar pistols, rifles and guns)","8946","1","5",
"89463","Sporting, hunting and target-shooting ammunition and parts thereof (including bullets and shot)","89463","89463 - Sporting, hunting and target-shooting ammunition and parts thereof (including bullets and shot)","8946","1","5",
"8946X","Memorandum Item","8946X","8946X - Memorandum Item","8946","1","5",
"8947","Other sporting goods and fairground amusements, etc","8947","8947 - Other sporting goods and fairground amusements, etc","894","0","4",
"89471","Fish-hooks, line fishing rods and tackle; fish landing nets and butterfly nets; decoy 'birds', lark mirrors and similar hunting or shooting requisites, n.e.s.","89471","89471 - Fish-hooks, line fishing rods and tackle; fish landing nets and butterfly nets; decoy 'birds', lark mirrors and similar hunting or shooting requisites, n.e.s.","8947","1","5",
"89472","Appliances, apparatus, accessories and requisites for gymnastics or athletics, or for sports and outdoor games (other than articles falling within heading 894.24 )","89472","89472 - Appliances, apparatus, accessories and requisites for gymnastics or athletics, or for sports and outdoor games (other than articles falling within heading 894.24 )","8947","1","5",
"89473","Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","89473","89473 - Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","8947","1","5",
"89474","Water-skis, surfboards, sailboards and other water sport equipment","89474","89474 - Water-skis, surfboards, sailboards and other water sport equipment","8947","1","5",
"89475","Golf equipment","89475","89475 - Golf equipment","8947","1","5",
"89476","Tennis, badminton or similar rackets, whether or not strung","89476","89476 - Tennis, badminton or similar rackets, whether or not strung","8947","1","5",
"89477","Gloves, mittens and mitts, specially designed for use in sports","89477","89477 - Gloves, mittens and mitts, specially designed for use in sports","8947","1","5",
"89478","Articles and equipment for general physical exercise, gymnastics or athletics","89478","89478 - Articles and equipment for general physical exercise, gymnastics or athletics","8947","1","5",
"89479","Sports goods, n.e.s.","89479","89479 - Sports goods, n.e.s.","8947","1","5",
"8947X","Memorandum Item","8947X","8947X - Memorandum Item","8947","1","5",
"894X","Memorandum Item","894X","894X - Memorandum Item","894","0","4",
"894XX","Memorandum Item","894XX","894XX - Memorandum Item","894X","1","5",
"895","Office and stationery supplies, nes","895","895 - Office and stationery supplies, nes","89","0","3",
"8951","Office and stationery supplies of base metals","8951","8951 - Office and stationery supplies of base metals","895","0","4",
"89511","Filing cabinets,rags & sim.office equip.(metal)","89511","89511 - Filing cabinets,rags & sim.office equip.(metal)","8951","1","5",
"89512","Fittings for files,paper clips,stationery goods","89512","89512 - Fittings for files,paper clips,stationery goods","8951","1","5",
"8951X","Memorandum Item","8951X","8951X - Memorandum Item","8951","1","5",
"8952","Pens, pencils and fountain pens","8952","8952 - Pens, pencils and fountain pens","895","0","4",
"89521","Fountain pens,propelling pencils,penholders","89521","89521 - Fountain pens,propelling pencils,penholders","8952","1","5",
"89522","Pen nibs and nib points","89522","89522 - Pen nibs and nib points","8952","1","5",
"89523","Pencils,crayons,etc.","89523","89523 - Pencils,crayons,etc.","8952","1","5",
"8952X","Memorandum Item","8952X","8952X - Memorandum Item","8952","1","5",
"8959","Other office and stationery supplies","8959","8959 - Other office and stationery supplies","895","0","4",
"89591","Inks,other than printing inks","89591","89591 - Inks,other than printing inks","8959","1","5",
"89592","Slates for writing","89592","89592 - Slates for writing","8959","1","5",
"89593","Date,sealing & similar stamps,etc.","89593","89593 - Date,sealing & similar stamps,etc.","8959","1","5",
"89594","Type writter & similar ribbons & ink pads","89594","89594 - Type writter & similar ribbons & ink pads","8959","1","5",
"89595","Sealing wax and copying pastes","89595","89595 - Sealing wax and copying pastes","8959","1","5",
"8959X","Memorandum Item","8959X","8959X - Memorandum Item","8959","1","5",
"895X","Memorandum Item","895X","895X - Memorandum Item","895","0","4",
"895XX","Memorandum Item","895XX","895XX - Memorandum Item","895X","1","5",
"896","Works of art,collectors pieces and antiques","896","896 - Works of art,collectors pieces and antiques","89","0","3",
"8960","Works of art,collectors pieces","8960","8960 - Works of art,collectors pieces","896","0","4",
"89601","Paintings,drawings,pastels,executed by hand","89601","89601 - Paintings,drawings,pastels,executed by hand","8960","1","5",
"89602","Original engravings,prints and lithographs","89602","89602 - Original engravings,prints and lithographs","8960","1","5",
"89603","Original sculptures and statuary","89603","89603 - Original sculptures and statuary","8960","1","5",
"89604","Postage and similar stamps of philatelic inter.","89604","89604 - Postage and similar stamps of philatelic inter.","8960","1","5",
"89605","Naturalists'collections,collector numismatic p.","89605","89605 - Naturalists'collections,collector numismatic p.","8960","1","5",
"89606","Antiques,n.e.s.","89606","89606 - Antiques,n.e.s.","8960","1","5",
"8960X","Memorandum Item","8960X","8960X - Memorandum Item","8960","1","5",
"8961","Paintings, drawings and pastels, executed entirely by hand, other than drawings of heading 892.82 and other than hand-painted or hand-decorated manufactured articles; collages and similar decorative plaques","8961","8961 - Paintings, drawings and pastels, executed entirely by hand, other than drawings of heading 892.82 and other than hand-painted or hand-decorated manufactured articles; collages and similar decorative plaques","896","0","4",
